po_number,planning_date,po_line_low_sts,days_past_due
1727988,2024-12-06,20,15
1727576,2024-12-06,20,15
1727576,2024-12-06,20,15
1728740,2024-12-06,20,15
1727998,2024-12-06,50,15
1727998,2024-12-06,50,15
1727576,2024-12-06,20,15
1727988,2024-12-06,20,15
1727998,2024-12-06,50,15
1728015,2024-12-06,20,15
1727988,2024-12-06,20,15
1727998,2024-12-06,50,15
1727576,2024-12-06,20,15
1727988,2024-12-06,20,15
1727988,2024-12-06,20,15
1727998,2024-12-06,50,15
1727998,2024-12-06,50,15
1727281,2024-12-06,20,15
1727998,2024-12-06,50,15
1728834,2024-12-06,20,15
1727988,2024-12-06,20,15
1727998,2024-12-06,50,15
1727998,2024-12-06,50,15
1727998,2024-12-06,50,15
1727576,2024-12-06,20,15
1727204,2024-12-06,20,15
1727988,2024-12-06,20,15
1727988,2024-12-06,20,15
1728836,2024-12-06,20,15
1727988,2024-12-06,20,15
1727639,2024-12-06,50,15
1727204,2024-12-06,20,15
1727988,2024-12-06,20,15
1727990,2024-12-06,20,15
1727988,2024-12-06,20,15
1727448,2024-12-06,20,15
1727988,2024-12-06,20,15
1728834,2024-12-06,20,15
1727990,2024-12-06,20,15
1727990,2024-12-06,20,15
1727990,2024-12-06,20,15
1727448,2024-12-06,20,15
1727576,2024-12-06,20,15
1727988,2024-12-06,20,15
1727988,2024-12-06,20,15
1727576,2024-12-06,20,15
1727204,2024-12-06,20,15
1727576,2024-12-06,20,15
1727281,2024-12-06,20,15
1727576,2024-12-06,20,15
1727204,2024-12-06,20,15
1727990,2024-12-06,20,15
1727448,2024-12-06,50,15
1727576,2024-12-06,50,15
1727204,2024-12-06,20,15
1727204,2024-12-06,50,15
1727448,2024-12-06,50,15
1727576,2024-12-06,50,15
1727204,2024-12-06,50,15
1727448,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727794,2024-12-06,20,15
1727204,2024-12-06,50,15
1728015,2024-12-06,20,15
1727204,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727576,2024-12-06,50,15
1727868,2024-12-06,20,15
1726007,2024-12-06,50,15
1727204,2024-12-06,50,15
1727576,2024-12-06,20,15
1727448,2024-12-06,20,15
1727576,2024-12-06,20,15
1727576,2024-12-06,20,15
1727576,2024-12-06,20,15
1728858,2024-12-06,20,15
1728858,2024-12-06,20,15
1727990,2024-12-06,20,15
1727990,2024-12-06,20,15
1727868,2024-12-06,20,15
1728858,2024-12-06,20,15
1727576,2024-12-06,20,15
1727576,2024-12-06,20,15
1728858,2024-12-06,20,15
1727990,2024-12-06,20,15
1727990,2024-12-06,20,15
1727990,2024-12-06,20,15
1725743,2024-12-09,50,12
1726182,2024-12-09,50,12
1725743,2024-12-09,50,12
1727354,2024-12-09,50,12
1726375,2024-12-09,50,12
1727354,2024-12-09,50,12
1725746,2024-12-09,50,12
1726492,2024-12-09,50,12
1727647,2024-12-09,20,12
1727999,2024-12-09,50,12
1726182,2024-12-09,50,12
1728182,2024-12-09,50,12
1726182,2024-12-09,50,12
1727252,2024-12-09,20,12
1727999,2024-12-09,50,12
1727999,2024-12-09,50,12
1725743,2024-12-09,50,12
1727999,2024-12-09,50,12
1725745,2024-12-09,50,12
1726182,2024-12-09,50,12
1728008,2024-12-09,20,12
1727999,2024-12-09,50,12
1728008,2024-12-09,20,12
1727999,2024-12-09,50,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1726375,2024-12-09,50,12
1726492,2024-12-09,50,12
1726182,2024-12-09,50,12
1728008,2024-12-09,20,12
1726172,2024-12-09,50,12
1726173,2024-12-09,50,12
1726173,2024-12-09,50,12
1725744,2024-12-09,50,12
1726177,2024-12-09,50,12
1727999,2024-12-09,20,12
1727999,2024-12-09,50,12
1728008,2024-12-09,20,12
1727354,2024-12-09,50,12
1726182,2024-12-09,50,12
1727638,2024-12-09,50,12
1727633,2024-12-09,20,12
1728008,2024-12-09,20,12
1727996,2024-12-09,50,12
1726172,2024-12-09,50,12
1727995,2024-12-09,50,12
1728008,2024-12-09,20,12
1727354,2024-12-09,50,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1727638,2024-12-09,50,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1727354,2024-12-09,50,12
1728008,2024-12-09,20,12
1725745,2024-12-09,50,12
1727354,2024-12-09,50,12
1727354,2024-12-09,50,12
1727354,2024-12-09,50,12
1725743,2024-12-09,50,12
1725743,2024-12-09,50,12
1725743,2024-12-09,50,12
1728189,2024-12-09,50,12
1725744,2024-12-09,50,12
1726173,2024-12-09,50,12
1727637,2024-12-09,50,12
1728008,2024-12-09,20,12
1727995,2024-12-09,50,12
1728008,2024-12-09,20,12
1727647,2024-12-09,20,12
1728514,2024-12-09,50,12
1727252,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1726177,2024-12-09,50,12
1727995,2024-12-09,50,12
1727996,2024-12-09,50,12
1725746,2024-12-09,50,12
1727637,2024-12-09,50,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1726173,2024-12-09,50,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1727633,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1727995,2024-12-09,50,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1728008,2024-12-09,20,12
1727381,2024-12-10,35,11
1727381,2024-12-10,35,11
1727381,2024-12-10,35,11
1727381,2024-12-10,35,11
1727224,2024-12-10,35,11
1725773,2024-12-11,35,10
1727685,2024-12-11,35,10
1727685,2024-12-11,35,10
1727685,2024-12-11,35,10
1727685,2024-12-11,35,10
1725746,2024-12-11,50,10
1725773,2024-12-11,35,10
1727685,2024-12-11,35,10
1727685,2024-12-11,35,10
1725746,2024-12-11,50,10
1727685,2024-12-11,35,10
1725773,2024-12-11,35,10
1727685,2024-12-11,35,10
1727685,2024-12-11,35,10
1725773,2024-12-11,35,10
1727685,2024-12-11,35,10
1725746,2024-12-11,50,10
1727685,2024-12-11,35,10
1727685,2024-12-11,35,10
1726193,2024-12-13,50,8
1726192,2024-12-13,50,8
1726192,2024-12-13,50,8
1726192,2024-12-13,50,8
1726489,2024-12-13,40,8
1727773,2024-12-13,20,8
1725772,2024-12-13,50,8
1725772,2024-12-13,50,8
1727233,2024-12-13,35,8
1725772,2024-12-13,50,8
1726489,2024-12-13,40,8
1725773,2024-12-13,50,8
1726489,2024-12-13,40,8
1726491,2024-12-13,40,8
1726175,2024-12-13,40,8
1726194,2024-12-13,40,8
1725770,2024-12-13,50,8
1726195,2024-12-13,40,8
1725771,2024-12-13,50,8
1726488,2024-12-13,40,8
1726488,2024-12-13,50,8
1726195,2024-12-13,40,8
1726195,2024-12-13,50,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1727773,2024-12-13,20,8
1725771,2024-12-13,50,8
1725762,2024-12-13,50,8
1725770,2024-12-13,50,8
1725761,2024-12-13,50,8
1726194,2024-12-13,40,8
1726194,2024-12-13,40,8
1725536,2024-12-13,50,8
1725770,2024-12-13,50,8
1725770,2024-12-13,50,8
1726194,2024-12-13,40,8
1725536,2024-12-13,50,8
1725773,2024-12-13,50,8
1725773,2024-12-13,50,8
1727773,2024-12-13,20,8
1727773,2024-12-13,20,8
1725773,2024-12-13,50,8
1726194,2024-12-13,40,8
1725773,2024-12-13,50,8
1726195,2024-12-13,40,8
1725537,2024-12-13,50,8
1725766,2024-12-13,50,8
1726190,2024-12-13,50,8
1726194,2024-12-13,40,8
1726194,2024-12-13,40,8
1726191,2024-12-13,50,8
1726377,2024-12-13,50,8
1726491,2024-12-13,40,8
1726175,2024-12-13,40,8
1725767,2024-12-13,50,8
1725767,2024-12-13,50,8
1727899,2024-12-13,20,8
1725767,2024-12-13,50,8
1727773,2024-12-13,20,8
1727773,2024-12-13,20,8
1726194,2024-12-13,40,8
1725773,2024-12-13,50,8
1727234,2024-12-13,35,8
1726192,2024-12-13,50,8
1727773,2024-12-13,20,8
1727773,2024-12-13,20,8
1726195,2024-12-13,40,8
1725773,2024-12-13,50,8
1725773,2024-12-13,50,8
1725772,2024-12-13,50,8
1726489,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1727234,2024-12-13,35,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1726488,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1725769,2024-12-13,50,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1722819,2024-12-13,50,8
1727899,2024-12-13,20,8
1729006,2024-12-13,20,8
1726488,2024-12-13,40,8
1725771,2024-12-13,40,8
1725537,2024-12-13,40,8
1726195,2024-12-13,40,8
1725537,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1722819,2024-12-13,50,8
1726195,2024-12-13,40,8
1725772,2024-12-13,40,8
1725772,2024-12-13,40,8
1723753,2024-12-13,20,8
1725772,2024-12-13,40,8
1725772,2024-12-13,40,8
1726489,2024-12-13,40,8
1725773,2024-12-13,40,8
1726488,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1725536,2024-12-13,40,8
1726193,2024-12-13,40,8
1725770,2024-12-13,40,8
1726194,2024-12-13,40,8
1725536,2024-12-13,40,8
1726194,2024-12-13,40,8
1725770,2024-12-13,40,8
1725770,2024-12-13,40,8
1726194,2024-12-13,40,8
1726195,2024-12-13,40,8
1726194,2024-12-13,40,8
1725761,2024-12-13,40,8
1725770,2024-12-13,40,8
1725762,2024-12-13,40,8
1723753,2024-12-13,20,8
1725771,2024-12-13,40,8
1726195,2024-12-13,40,8
1723753,2024-12-13,20,8
1725773,2024-12-13,40,8
1725773,2024-12-13,40,8
1723753,2024-12-13,20,8
1727773,2024-12-13,20,8
1722819,2024-12-13,50,8
1722819,2024-12-13,50,8
1728432,2024-12-13,20,8
1723753,2024-12-13,20,8
1723753,2024-12-13,20,8
1723753,2024-12-13,20,8
1723753,2024-12-13,20,8
1722819,2024-12-13,50,8
1727233,2024-12-13,35,8
1727234,2024-12-13,35,8
1727234,2024-12-13,35,8
1727773,2024-12-13,20,8
1727773,2024-12-13,20,8
1727773,2024-12-13,20,8
1722819,2024-12-13,50,8
1722819,2024-12-13,50,8
1728432,2024-12-13,20,8
1726491,2024-12-13,40,8
1725773,2024-12-13,40,8
1725773,2024-12-13,40,8
1725773,2024-12-13,40,8
1726489,2024-12-13,40,8
1722819,2024-12-13,50,8
1725773,2024-12-13,40,8
1725773,2024-12-13,40,8
1726175,2024-12-13,40,8
1722819,2024-12-13,50,8
1722819,2024-12-13,50,8
1727223,2024-12-13,35,8
1727898,2024-12-13,20,8
1727899,2024-12-13,20,8
1723753,2024-12-13,20,8
1723753,2024-12-13,20,8
1723753,2024-12-13,20,8
1722819,2024-12-13,50,8
1726192,2024-12-13,40,8
1726192,2024-12-13,40,8
1726192,2024-12-13,40,8
1726195,2024-12-13,40,8
1726489,2024-12-13,40,8
1725772,2024-12-13,40,8
1725772,2024-12-13,40,8
1725772,2024-12-13,40,8
1725772,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1726491,2024-12-13,40,8
1725773,2024-12-13,40,8
1726195,2024-12-13,40,8
1725537,2024-12-13,40,8
1726195,2024-12-13,40,8
1725537,2024-12-13,40,8
1725771,2024-12-13,40,8
1726488,2024-12-13,40,8
1726488,2024-12-13,40,8
1726175,2024-12-13,40,8
1725773,2024-12-13,40,8
1726195,2024-12-13,40,8
1722819,2024-12-13,50,8
1727898,2024-12-13,20,8
1728432,2024-12-13,20,8
1727223,2024-12-13,35,8
1729006,2024-12-13,20,8
1722819,2024-12-13,50,8
1728432,2024-12-13,20,8
1722819,2024-12-13,50,8
1722819,2024-12-13,50,8
1725773,2024-12-13,40,8
1722819,2024-12-13,50,8
1725773,2024-12-13,40,8
1725773,2024-12-13,40,8
1725773,2024-12-13,40,8
1726489,2024-12-13,40,8
1725773,2024-12-13,40,8
1725773,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1726192,2024-12-13,40,8
1726191,2024-12-13,40,8
1725767,2024-12-13,40,8
1725767,2024-12-13,40,8
1725767,2024-12-13,40,8
1725766,2024-12-13,40,8
1726190,2024-12-13,40,8
1726191,2024-12-13,40,8
1726377,2024-12-13,40,8
1726190,2024-12-13,40,8
1726192,2024-12-13,40,8
1725766,2024-12-13,40,8
1726377,2024-12-13,40,8
1725767,2024-12-13,40,8
1725767,2024-12-13,40,8
1725767,2024-12-13,40,8
1723753,2024-12-13,20,8
1725769,2024-12-13,40,8
1725769,2024-12-13,40,8
1726195,2024-12-13,40,8
1726195,2024-12-13,40,8
1725770,2024-12-13,40,8
1725771,2024-12-13,40,8
1725762,2024-12-13,40,8
1725770,2024-12-13,40,8
1725761,2024-12-13,40,8
1726194,2024-12-13,40,8
1726194,2024-12-13,40,8
1725536,2024-12-13,40,8
1725770,2024-12-13,40,8
1726192,2024-12-13,40,8
1726194,2024-12-13,40,8
1725536,2024-12-13,40,8
1726194,2024-12-13,40,8
1725770,2024-12-13,40,8
1726193,2024-12-13,40,8
1726192,2024-12-13,40,8
1726192,2024-12-13,40,8
1725537,2024-12-13,50,8
1728504,2024-12-16,20,5
1728504,2024-12-16,20,5
1727785,2024-12-16,20,5
1728086,2024-12-16,20,5
1728373,2024-12-16,20,5
1728692,2024-12-16,20,5
1728172,2024-12-16,20,5
1728134,2024-12-16,20,5
1728086,2024-12-16,20,5
1728134,2024-12-16,20,5
1728086,2024-12-16,20,5
1727986,2024-12-16,20,5
1727986,2024-12-16,20,5
1728538,2024-12-16,20,5
1727785,2024-12-16,20,5
1728462,2024-12-16,20,5
1728173,2024-12-16,50,5
1728172,2024-12-16,20,5
1728577,2024-12-16,20,5
1728577,2024-12-16,20,5
1728210,2024-12-16,20,5
1728210,2024-12-16,20,5
1728462,2024-12-16,20,5
1727791,2024-12-16,20,5
1728692,2024-12-16,50,5
1727986,2024-12-16,20,5
1727785,2024-12-16,20,5
1728373,2024-12-16,20,5
1727986,2024-12-16,20,5
1728086,2024-12-16,20,5
1727791,2024-12-16,20,5
1728538,2024-12-16,20,5
1727785,2024-12-16,20,5
1728504,2024-12-16,20,5
1728315,2024-12-16,50,5
1728185,2024-12-16,50,5
1728185,2024-12-16,50,5
1728504,2024-12-16,20,5
1727693,2024-12-17,40,4
1727515,2024-12-17,40,4
1727904,2024-12-17,40,4
1726695,2024-12-17,40,4
1727692,2024-12-17,40,4
1727904,2024-12-17,40,4
1725730,2024-12-18,20,3
1726149,2024-12-18,20,3
1726189,2024-12-18,20,3
1726148,2024-12-18,20,3
1726143,2024-12-18,20,3
1726144,2024-12-18,20,3
1726601,2024-12-18,20,3
1726143,2024-12-18,20,3
1725494,2024-12-18,20,3
1726148,2024-12-18,20,3
1726599,2024-12-18,20,3
1726143,2024-12-18,20,3
1725494,2024-12-18,20,3
1726146,2024-12-18,20,3
1726189,2024-12-18,20,3
1726189,2024-12-18,20,3
1726143,2024-12-18,20,3
1726149,2024-12-18,20,3
1726144,2024-12-18,20,3
1725737,2024-12-18,20,3
1726150,2024-12-18,20,3
1725740,2024-12-18,20,3
1726478,2024-12-18,20,3
1725508,2024-12-18,20,3
1726150,2024-12-18,20,3
1725737,2024-12-18,20,3
1726148,2024-12-18,20,3
1725494,2024-12-18,20,3
1726148,2024-12-18,20,3
1726143,2024-12-18,20,3
1726599,2024-12-18,20,3
1726143,2024-12-18,20,3
1726601,2024-12-18,20,3
1725730,2024-12-18,20,3
1725737,2024-12-18,20,3
1726146,2024-12-18,20,3
1725494,2024-12-18,20,3
1726144,2024-12-18,20,3
1726478,2024-12-18,20,3
1726150,2024-12-18,20,3
1726144,2024-12-18,20,3
1725508,2024-12-18,20,3
1726150,2024-12-18,20,3
1725737,2024-12-18,20,3
1725740,2024-12-18,20,3
1725777,2024-12-20,40,1
1728063,2024-12-20,20,1
1725778,2024-12-20,40,1
1725778,2024-12-20,40,1
1725775,2024-12-20,40,1
1726170,2024-12-20,40,1
1727869,2024-12-20,20,1
1728063,2024-12-20,20,1
1725778,2024-12-20,40,1
1728063,2024-12-20,20,1
1726169,2024-12-20,40,1
1727869,2024-12-20,20,1
1725778,2024-12-20,40,1
1726169,2024-12-20,40,1
1728063,2024-12-20,20,1
1727869,2024-12-20,20,1
1728577,2024-12-20,50,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1725778,2024-12-20,40,1
1725778,2024-12-20,40,1
1725775,2024-12-20,40,1
1725776,2024-12-20,40,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1726171,2024-12-20,40,1
1727867,2024-12-20,50,1
1728183,2024-12-20,50,1
1726494,2024-12-20,40,1
1725780,2024-12-20,40,1
1725779,2024-12-20,40,1
1725778,2024-12-20,40,1
1725776,2024-12-20,40,1
1725778,2024-12-20,40,1
1725778,2024-12-20,40,1
1725778,2024-12-20,40,1
1725779,2024-12-20,40,1
1725779,2024-12-20,40,1
1725778,2024-12-20,40,1
1728577,2024-12-20,50,1
1727869,2024-12-20,20,1
1725778,2024-12-20,40,1
1728580,2024-12-20,50,1
1727869,2024-12-20,20,1
1726811,2024-12-20,50,1
1728008,2024-12-20,50,1
1728063,2024-12-20,20,1
1727869,2024-12-20,20,1
1728063,2024-12-20,20,1
1727869,2024-12-20,20,1
1728063,2024-12-20,20,1
1728063,2024-12-20,20,1
1727869,2024-12-20,20,1
1728662,2024-12-20,20,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1728060,2024-12-20,20,1
1726811,2024-12-20,50,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1726494,2024-12-20,40,1
1727869,2024-12-20,20,1
1725779,2024-12-20,40,1
1725779,2024-12-20,40,1
1725776,2024-12-20,40,1
1727869,2024-12-20,20,1
1725779,2024-12-20,40,1
1725776,2024-12-20,40,1
1725780,2024-12-20,40,1
1726171,2024-12-20,40,1
1728662,2024-12-20,20,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1728008,2024-12-20,50,1
1728008,2024-12-20,50,1
1728060,2024-12-20,20,1
1728008,2024-12-20,50,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728060,2024-12-20,20,1
1728662,2024-12-20,20,1
1727867,2024-12-20,50,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1728662,2024-12-20,20,1
1726171,2024-12-20,50,1
1726494,2024-12-20,50,1
1726494,2024-12-20,50,1
1725780,2024-12-20,50,1
1725776,2024-12-20,50,1
1725779,2024-12-20,50,1
1725776,2024-12-20,50,1
1728577,2024-12-20,50,1
1728577,2024-12-20,50,1
1728011,2024-12-20,50,1
1728210,2024-12-20,50,1
1726171,2024-12-20,50,1
1725780,2024-12-20,50,1
1728011,2024-12-20,50,1
1725778,2024-12-20,50,1
1728580,2024-12-20,50,1
1726169,2024-12-20,40,1
1726169,2024-12-20,50,1
1726169,2024-12-20,50,1
1726169,2024-12-20,40,1
1725777,2024-12-20,50,1
1726170,2024-12-20,50,1
1725778,2024-12-20,50,1
1725778,2024-12-20,50,1
1725776,2024-12-20,50,1
1725778,2024-12-20,50,1
1725775,2024-12-20,50,1
1725778,2024-12-20,50,1
1725778,2024-12-20,50,1
1725779,2024-12-20,50,1
1725779,2024-12-20,50,1
1725776,2024-12-20,50,1
1725779,2024-12-20,50,1
1728210,2024-12-20,50,1
1728011,2024-12-20,50,1
1728018,2024-12-20,50,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1725777,2024-12-20,50,1
1726169,2024-12-20,50,1
1725777,2024-12-20,40,1
1727869,2024-12-20,20,1
1726169,2024-12-20,50,1
1728018,2024-12-20,50,1
1728134,2024-12-20,50,1
1726170,2024-12-20,40,1
1727869,2024-12-20,20,1
1728183,2024-12-20,50,1
1728183,2024-12-20,50,1
1728008,2024-12-20,50,1
1728008,2024-12-20,50,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1728008,2024-12-20,50,1
1728008,2024-12-20,50,1
1727869,2024-12-20,20,1
1726170,2024-12-20,50,1
1728177,2024-12-20,50,1
1728177,2024-12-20,50,1
1725779,2024-12-20,50,1
1728817,2024-12-20,50,1
1728817,2024-12-20,50,1
1725779,2024-12-20,50,1
1728063,2024-12-20,20,1
1725778,2024-12-20,50,1
1725778,2024-12-20,50,1
1725775,2024-12-20,50,1
1727869,2024-12-20,20,1
1727869,2024-12-20,20,1
1728063,2024-12-20,20,1
1725778,2024-12-20,50,1
1725778,2024-12-20,50,1
1725778,2024-12-20,50,1
1727869,2024-12-20,20,1
1728063,2024-12-20,20,1
1725778,2024-12-20,50,1
1728063,2024-12-20,20,1
1728011,2024-12-20,50,1
